ticker,name,sector,weight_pct,method
UMBF,UMB FINANCIAL,Financials,0.34295,book
FROG,JFROG,Information Technology,0.34225,fcff
MOGA,MOOG INC CLASS A,Industrials,0.34076,fcff
GKOS,GLAUKOS,Health Care,0.3286,fcff
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,0.31702,fcff
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,0.30684,fcff
CYTK,CYTOKINETICS,Health Care,0.30183,fcff
ONB,OLD NATIONAL BANCORP,Financials,0.29124,book
KRYS,KRYSTAL BIOTECH,Health Care,0.29053,fcff
FCFS,FIRSTCASH HOLDINGS INC,Financials,0.28863,book
TWST,TWIST BIOSCIENCE,Health Care,0.28799,fcff
SM,SM ENERGY,Energy,0.28368,fcff
PTGX,PROTAGONIST THERAPEUTICS,Health Care,0.28151,fcff
CTRE,CARETRUST REIT,Real Estate,0.28137,none
CRNX,CRINETICS PHARMACEUTICALS,Health Care,0.27842,fcff
IDCC,INTERDIGITAL INC,Information Technology,0.27779,fcff
PRAX,PRAXIS PRECISION MEDICINES,Health Care,0.27603,fcff
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,0.27456,none
VSAT,VIASAT INC,Information Technology,0.27147,fcff
SSRM,SSR MINING,Materials,0.26237,fcff
HUT,HUT CORP,Information Technology,0.26074,fcff
HQY,HEALTHEQUITY,Health Care,0.26036,fcff
JXN,JACKSON FINANCIAL CLASS A,Financials,0.25974,book
ALKS,ALKERMES,Health Care,0.25177,fcff
PCVX,VAXCYTE,Health Care,0.25107,fcff
COMP,COMPASS INC CLASS A,Real Estate,0.25059,none
TGTX,TG THERAPEUTICS,Health Care,0.24865,fcff
CMC,COMMERCIAL METALS,Materials,0.24343,fcff
FLR,FLUOR CORP,Industrials,0.24278,fcff
SNEX,STONEX GROUP INC,Financials,0.2389,book
KYMR,KYMERA THERAPEUTICS,Health Care,0.23436,fcff
TXG,10X GENOMICS CLASS A,Health Care,0.23407,fcff
OSCR,OSCAR HEALTH CLASS A,Financials,0.2338,book
TEX,TEREX,Industrials,0.23239,fcff
ESE,ESCO TECHNOLOGIES,Industrials,0.23223,fcff
SLAB,SILICON LABORATORIES,Information Technology,0.23004,fcff
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,0.22921,fcff
ACA,ARCOSA,Industrials,0.22818,fcff
FSS,FEDERAL SIGNAL CORP,Industrials,0.22777,fcff
TRNO,TERRENO REALTY REIT,Real Estate,0.22702,none
PBF,PBF ENERGY CLASS A,Energy,0.22366,fcff
ZETA,ZETA GLOBAL HOLDINGS CLASS A,Information Technology,0.22005,fcff
VLY,VALLEY NATIONAL,Financials,0.21971,book
ENS,ENERSYS,Industrials,0.21964,fcff
MATX,MATSON INC,Industrials,0.21758,fcff
QLYS,QUALYS,Information Technology,0.21574,fcff
RIOT,RIOT PLATFORMS,Information Technology,0.21538,fcff
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,0.21356,none
SYRE,SPYRE THERAPEUTICS INC,Health Care,0.21333,fcff
MAC,MACERICH REIT,Real Estate,0.21331,none
SWX,SOUTHWEST GAS HOLDINGS,Utilities,0.21024,fcff
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,0.21009,fcff
LNTH,LANTHEUS HOLDINGS,Health Care,0.20856,fcff
UBSI,UNITED BANKSHARES,Financials,0.2074,book
PLXS,PLEXUS CORP,Information Technology,0.20711,fcff
ORA,ORMAT TECH INC,Utilities,0.20511,fcff
NPO,ENPRO,Industrials,0.20434,fcff
SRRK,SCHOLAR ROCK HOLDING,Health Care,0.20432,fcff
LTH,LIFE TIME GROUP HOLDINGS,Consumer Discretionary,0.20224,fcff
HWC,HANCOCK WHITNEY,Financials,0.20193,book
GATX,GATX,Industrials,0.2013,fcff
ESNT,ESSENT GROUP,Financials,0.20031,book
GBCI,GLACIER BANCORP INC,Financials,0.19964,book
QBTS,D WAVE QUANTUM,Information Technology,0.19899,fcff
JBTM,JBT MAREL,Industrials,0.19835,fcff
HIMS,HIMS HERS HEALTH CLASS A,Health Care,0.19717,fcff
VSXY,VICTORIA S SECRET,Consumer Discretionary,0.19683,fcff
TTAN,SERVICETITAN CLASS A,Information Technology,0.19491,fcff
UEC,URANIUM ENERGY,Energy,0.19405,fcff
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,0.1938,fcff
CVLT,COMMVAULT SYSTEMS,Information Technology,0.19365,fcff
VSEC,VSE CORP,Industrials,0.19342,fcff
APGE,APOGEE THERAPEUTICS,Health Care,0.193,fcff
TXNM,TXNM ENERGY INC,Utilities,0.18983,fcff
POR,PORTLAND GENERAL ELECTRIC,Utilities,0.18946,fcff
CWST,CASELLA WASTE SYSTEMS CLASS A,Industrials,0.18896,fcff
FTDR,FRONTDOOR INC,Consumer Discretionary,0.1883,fcff
NE,NOBLE CORPORATION PLC,Energy,0.18725,fcff
RYTM,RHYTHM PHARMACEUTICALS,Health Care,0.18715,fcff
AUB,ATLANTIC UNION BANKSHARES,Financials,0.18678,book
XENE,XENON PHARMACEUTICALS,Health Care,0.18625,fcff
LUMN,LUMEN TECHNOLOGIES,Communication,0.18607,fcff
TVTX,TRAVERE THERAPEUTICS,Health Care,0.18602,fcff
IBP,INSTALLED BUILDING PRODUCTS,Consumer Discretionary,0.18562,fcff
BCPC,BALCHEM,Materials,0.18496,fcff
KGS,KODIAK GAS SERVICES INC,Energy,0.18483,fcff
SXT,SENSIENT TECHNOLOGIES,Materials,0.18425,fcff
PTCT,PTC THERAPEUTICS,Health Care,0.18419,fcff
COGT,COGENT BIOSCIENCES,Health Care,0.18306,fcff
SIGI,SELECTIVE INSURANCE GROUP,Financials,0.18224,book
AGX,ARGAN,Industrials,0.1821,fcff
ABCB,AMERIS BANCORP,Financials,0.18152,book
HCC,WARRIOR MET COAL INC,Materials,0.1812,fcff
BKH,BLACK HILLS CORP,Utilities,0.18104,fcff
RIG,TRANSOCEAN,Energy,0.18103,fcff
ENVA,ENOVA INTERNATIONAL,Financials,0.18046,book
LGND,LIGAND PHARMACEUTICALS,Health Care,0.17852,fcff
ACIW,ACI WORLDWIDE,Information Technology,0.17829,fcff
HOMB,HOME BANCSHARES INC,Financials,0.17624,book
NJR,NEW JERSEY RESOURCES CORP,Utilities,0.1759,fcff
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,0.17444,none
CGON,CG ONCOLOGY,Health Care,0.17359,fcff
GVA,GRANITE CONSTRUCTION,Industrials,0.17345,fcff
AROC,ARCHROCK,Energy,0.17289,fcff
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,0.17243,fcff
PIPR,PIPER SANDLER COMPANIES,Financials,0.17106,book
MXL,MAXLINEAR,Information Technology,0.16989,fcff
DFTX,DEFINIUM THERAPEUTICS INC,Health Care,0.16989,fcff
CRSP,CRISPR THERAPEUTICS AG,Health Care,0.16978,fcff
AIR,AAR,Industrials,0.16858,fcff
ROAD,CONSTRUCTION PARTNERS CLASS A,Industrials,0.16818,fcff
SBRA,SABRA HEALTH CARE REIT,Real Estate,0.16798,none
RDNT,RADNET,Health Care,0.16782,fcff
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,0.1676,fcff
CNO,CNO FINANCIAL GROUP,Financials,0.16593,book
RGTI,RIGETTI COMPUTING,Information Technology,0.16554,fcff
CORZ,CORE SCIENTIFIC INC,Information Technology,0.16507,fcff
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,0.16459,book
AX,AXOS FINANCIAL,Financials,0.16454,book
CSW,CSW INDUSTRIALS,Industrials,0.16397,fcff
CIFR,CIPHER DIGITAL INC,Information Technology,0.16368,fcff
VCTR,VICTORY CAPITAL HOLDINGS CLASS A,Financials,0.16341,book
NOVT,NOVANTA,Information Technology,0.16269,fcff
CNR,CORE NATURAL RESOURCES,Energy,0.16243,fcff
PECO,PHILLIPS EDISON AND COMPANY,Real Estate,0.16202,none
OGS,ONE GAS,Utilities,0.1618,fcff
OII,OCEANEERING INTERNATIONAL INC,Energy,0.16109,fcff
HRI,HERC HOLDINGS,Industrials,0.15987,fcff
VRNS,VARONIS SYSTEMS,Information Technology,0.15904,fcff
CNX,CNX RESOURCES,Energy,0.15885,fcff
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,0.15859,fcff
RDN,RADIAN GROUP,Financials,0.15859,book
SKY,CHAMPION HOMES INC,Consumer Discretionary,0.15852,fcff
MRCY,MERCURY SYSTEMS INC,Industrials,0.15817,fcff
MTRN,MATERION,Materials,0.15803,fcff
MUR,MURPHY OIL CORP,Energy,0.15774,fcff
VAL,VALARIS LTD,Energy,0.1574,fcff
PI,IMPINJ,Information Technology,0.15724,fcff
GLNG,GOLAR LNG,Energy,0.15713,fcff
UFPI,UFP INDUSTRIES,Industrials,0.15633,fcff
WHD,CACTUS CLASS A,Energy,0.15623,fcff
HAE,HAEMONETICS CORP,Health Care,0.1562,fcff
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,0.15536,fcff
SR,SPIRE INC,Utilities,0.15479,fcff
BOX,BOX INC CLASS A,Information Technology,0.15305,fcff
OUT,OUTFRONT MEDIA,Real Estate,0.15215,none
LAUR,LAUREATE EDUCATION,Consumer Discretionary,0.15203,fcff
BOOT,BOOT BARN HOLDINGS,Consumer Discretionary,0.15178,fcff
LQDA,LIQUIDIA,Health Care,0.15142,fcff
MTH,MERITAGE CORP,Consumer Discretionary,0.14944,fcff
RUSHA,RUSH ENTERPRISES CLASS A,Industrials,0.14933,fcff
JOBY,JOBY AVIATION CLASS A,Industrials,0.14931,fcff
URBN,URBAN OUTFITTERS,Consumer Discretionary,0.14929,fcff
GTX,GARRETT MOTION,Consumer Discretionary,0.14919,fcff
EBC,EASTERN BANKSHARES INC,Financials,0.14898,book
TDW,TIDEWATER,Energy,0.14766,fcff
PRM,PERIMETER SOLUTIONS,Materials,0.14732,fcff
CVSA,COVISTA,Consumer Discretionary,0.14717,fcff
BCO,BRINKS,Industrials,0.14707,fcff
MIRM,MIRUM PHARMACEUTICALS,Health Care,0.14657,fcff
ORKA,ORUKA THERAPEUTICS INC,Health Care,0.1464,fcff
MYRG,MYR GROUP INC,Industrials,0.14637,fcff
KFY,KORN FERRY,Industrials,0.14596,fcff
BGC,BGC GROUP INC CLASS A,Financials,0.14584,book
MRX,MAREX GROUP LTD,Financials,0.1452,book
PJT,PJT PARTNERS CLASS A,Financials,0.14501,book
SFBS,SERVISFIRST BANCSHARES INC,Financials,0.14443,book
NSIT,INSIGHT ENTERPRISES INC,Information Technology,0.14329,fcff
BDC,BELDEN,Information Technology,0.14306,fcff
ASB,ASSOCIATED BANCORP,Financials,0.14289,book
LIVN,LIVANOVA PLC,Health Care,0.14268,fcff
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,0.14224,book
CVCO,CAVCO INDUSTRIES,Consumer Discretionary,0.14187,fcff
PSMT,PRICESMART,Consumer Staples,0.14169,fcff
DK,DELEK US HOLDINGS INC,Energy,0.14072,fcff
NWE,NORTHWESTERN ENERGY GROUP,Utilities,0.14025,fcff
FULT,FULTON FINANCIAL,Financials,0.14016,book
TCBI,TEXAS CAPITAL BANCSHARES,Financials,0.13914,book
PTEN,PATTERSON UTI ENERGY INC,Energy,0.1389,fcff
XMTR,XOMETRY CLASS A,Industrials,0.13872,fcff
CBT,CABOT CORP,Materials,0.13865,fcff
ITRI,ITRON,Information Technology,0.13861,fcff
TENB,TENABLE HOLDINGS,Information Technology,0.13727,fcff
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,0.13631,fcff
KTB,KONTOOR BRANDS,Consumer Discretionary,0.13613,fcff
ICUI,ICU MEDICAL,Health Care,0.13602,fcff
ITGR,INTEGER HOLDINGS CORP,Health Care,0.13565,fcff
CDP,COPT DEFENSE PROPERTIES,Real Estate,0.13558,none
FBP,FIRST BANCORP,Financials,0.13553,book
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,0.13412,fcff
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,0.13402,fcff
SLG,SL GREEN REALTY REIT CORP,Real Estate,0.13356,none
SKT,TANGER,Real Estate,0.13346,none
RELY,REMITLY GLOBAL,Financials,0.13282,book
HP,HELMERICH &amp; PAYNE,Energy,0.13273,fcff
INDV,INDIVIOR PHARMACEUTICALS INC,Health Care,0.13265,fcff
INSW,INTERNATIONAL SEAWAYS,Energy,0.13253,fcff
UNF,UNIFIRST,Industrials,0.1324,fcff
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,0.13226,book
AZZ,AZZ INC,Industrials,0.13226,fcff
BNL,BROADSTONE NET LEASE,Real Estate,0.1322,none
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,0.13183,fcff
CATY,CATHAY GENERAL BANCORP,Financials,0.13167,book
AVNT,AVIENT CORP,Materials,0.13158,fcff
YOU,CLEAR SECURE CLASS A,Information Technology,0.13158,fcff
WK,WORKIVA CLASS A,Information Technology,0.13148,fcff
MARA,MARA HOLDINGS,Information Technology,0.13142,fcff
GEO,GEO GROUP,Industrials,0.13122,fcff
QTWO,Q2 HOLDINGS INC,Information Technology,0.13098,fcff
TPC,TUTOR PERINI,Industrials,0.12925,fcff
DIOD,DIODES,Information Technology,0.12886,fcff
WSFS,WSFS FINANCIAL,Financials,0.12865,book
BMI,BADGER METER,Information Technology,0.12833,fcff
ATMU,ATMUS FILTRATION TECHNOLOGIES,Industrials,0.12814,fcff
ACMR,ACM RESEARCH CLASS A,Information Technology,0.12742,fcff
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,0.12736,fcff
UCB,UNITED COMMUNITY BANKS INC,Financials,0.12686,book
IRTC,IRHYTHM HOLDINGS INC,Health Care,0.12669,fcff
INDB,INDEPENDENT BANK CORP,Financials,0.12649,book
ERAS,ERASCA,Health Care,0.12605,fcff
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,0.12604,book
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,0.12567,fcff
SKYW,SKYWEST,Industrials,0.12546,fcff
STEP,STEPSTONE GROUP CLASS A,Financials,0.12546,book
MC,MOELIS CLASS A,Financials,0.1244,book
MHO,M I HOMES INC,Consumer Discretionary,0.12406,fcff
IRT,INDEPENDENCE REALTY,Real Estate,0.12401,none
PARR,PAR PACIFIC HOLDINGS,Energy,0.12385,fcff
DAVE,DAVE CLASS A,Financials,0.12354,book
ACHR,ARCHER AVIATION CLASS A,Industrials,0.12332,fcff
ADPT,ADAPTIVE BIOTECHNOLOGIES,Health Care,0.12276,fcff
FELE,FRANKLIN ELECTRIC,Industrials,0.12269,fcff
ONDS,ONDAS INC,Information Technology,0.12207,fcff
MWA,MUELLER WATER PRODUCTS SERIES A,Industrials,0.12181,fcff
CNK,CINEMARK HOLDINGS INC,Communication,0.12174,fcff
CRC,CALIFORNIA RESOURCES,Energy,0.12172,fcff
HTFL,HEARTFLOW,Health Care,0.12158,fcff
RNST,RENASANT CORP,Financials,0.12135,book
GFF,GRIFFON,Industrials,0.12129,fcff
LMND,LEMONADE INC,Financials,0.12083,book
OPCH,OPTION CARE HEALTH INC,Health Care,0.12054,fcff
DYN,DYNE THERAPEUTICS,Health Care,0.12013,fcff
CVBF,CVB FINANCIAL CORP,Financials,0.11949,book
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,0.11944,fcff
ACAD,ACADIA PHARMACEUTICALS,Health Care,0.1194,fcff
APLE,APPLE HOSPITALITY REIT INC,Real Estate,0.11901,none
OPLN,OPENLANE,Industrials,0.11866,fcff
KNF,KNIFE RIVER CORP,Materials,0.11772,fcff
SYNA,SYNAPTICS,Information Technology,0.11761,fcff
UUUU,ENERGY FUELS,Energy,0.11757,fcff
WSBC,WESBANCO,Financials,0.1174,book
LRN,STRIDE INC,Consumer Discretionary,0.11661,fcff
CECO,CECO ENVIRONMENTAL,Industrials,0.11658,fcff
AXTI,AXT,Information Technology,0.11651,fcff
RXO,RXO INC,Industrials,0.11643,fcff
HNGE,HINGE HEALTH CLASS A,Health Care,0.11631,fcff
CSTM,CONSTELLIUM SE CLASS A,Materials,0.11607,fcff
SXI,STANDEX INTERNATIONAL CORP,Industrials,0.1158,fcff
STNG,SCORPIO TANKERS,Energy,0.11557,fcff
GNW,GENWORTH FINANCIAL INC,Financials,0.11552,book
KAI,KADANT INC,Industrials,0.11551,fcff
ACLS,AXCELIS TECHNOLOGIES,Information Technology,0.11533,fcff
BTU,PEABODY ENERGY CORP,Energy,0.11444,fcff
DORM,DORMAN PRODUCTS,Consumer Discretionary,0.11394,fcff
HNI,HNI,Industrials,0.11346,fcff
AWR,AMERICAN STATES WATER,Utilities,0.11309,fcff
LXP,LXP INDUSTRIAL TRUST,Real Estate,0.11303,none
DNLI,DENALI THERAPEUTICS,Health Care,0.11263,fcff
CRGY,CRESCENT ENERGY CLASS A,Energy,0.1125,fcff
FSLY,FASTLY CLASS A,Information Technology,0.11247,fcff
PII,POLARIS INC,Consumer Discretionary,0.11247,fcff
CALM,CAL MAINE FOODS,Consumer Staples,0.11234,fcff
OTTR,OTTER TAIL,Utilities,0.11222,fcff
EXPO,EXPONENT,Industrials,0.11155,fcff
VGNT,VERSIGENT PLC,Consumer Discretionary,0.11133,fcff
NHI,NATIONAL HEALTH INVESTORS REIT,Real Estate,0.11131,none
IMVT,IMMUNOVANT,Health Care,0.11116,fcff
NMIH,NMI HOLDINGS,Financials,0.11111,book
VCYT,VERACYTE,Health Care,0.11108,fcff
AMLX,AMYLYX PHARMACEUTICALS,Health Care,0.11094,fcff
MIR,MIRION TECHNOLOGIES CLASS A,Information Technology,0.11085,fcff
HIW,HIGHWOODS PROPERTIES REIT,Real Estate,0.11082,none
PLMR,PALOMAR HOLDINGS,Financials,0.11037,book
USAR,USA RARE EARTH CLASS A,Materials,0.11024,fcff
FFBC,FIRST FINANCIAL BANCORP,Financials,0.10976,book
ASH,ASHLAND,Materials,0.10924,fcff
NATL,NCR ATLEOS,Financials,0.10871,book
DAN,DANA INCORPORATED INC,Consumer Discretionary,0.10841,fcff
CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,0.1081,none
FIBK,FIRST INTERSTATE BANCSYSTEM,Financials,0.10805,book
MGNI,MAGNITE,Communication,0.10803,fcff
NIC,NICOLET BANKSHARES INC,Financials,0.10781,book
CELC,CELCUITY,Health Care,0.10773,fcff
TDS,TELEPHONE AND DATA SYSTEMS,Communication,0.10652,fcff
SBCF,SEACOAST BANKING OF FLORIDA,Financials,0.1065,book
PRK,PARK NATIONAL CORP,Financials,0.1063,book
CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,0.10628,book
KBH,KB HOME,Consumer Discretionary,0.10621,fcff
IDYA,IDEAYA BIOSCIENCES,Health Care,0.10576,fcff
WT,WISDOMTREE,Financials,0.10569,book
CXW,CORECIVIC REIT,Industrials,0.10552,fcff
CLMT,CALUMET,Energy,0.10537,fcff
GRAL,GRAIL INC,Health Care,0.10537,fcff
OSIS,OSI SYSTEMS,Information Technology,0.10518,fcff
MIAX,MIAMI INTERNATIONAL HOLDINGS,Financials,0.10503,book
TOWN,TOWNEBANK,Financials,0.10492,book
TNGX,TANGO THERAPEUTICS,Health Care,0.10484,fcff
MMS,MAXIMUS,Industrials,0.1047,fcff
KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,Health Care,0.10449,fcff
BRZE,BRAZE INC CLASS A,Information Technology,0.1044,fcff
SIG,SIGNET JEWELERS,Consumer Discretionary,0.10436,fcff
LEU,CENTRUS ENERGY CLASS A,Energy,0.10436,fcff
SHOO,STEVEN MADDEN,Consumer Discretionary,0.10348,fcff
CENX,CENTURY ALUMINUM,Materials,0.10336,fcff
SFNC,SIMMONS FIRST NATIONAL CLASS A,Financials,0.10287,book
ATKR,ATKORE,Industrials,0.1025,fcff
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,0.10156,fcff
SPSC,SPS COMMERCE,Information Technology,0.1013,fcff
BKU,BANKUNITED,Financials,0.10119,book
BULL,WEBULL CORP CLASS A,Financials,0.10101,book
AVA,AVISTA,Utilities,0.10097,fcff
CPK,CHESAPEAKE UTILITIES,Utilities,0.10083,fcff
LGN,LEGENCE CLASS A,Industrials,0.10028,fcff
FUL,HB FULLER,Materials,0.10019,fcff
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,0.09937,fcff
AGYS,AGILYSYS INC,Information Technology,0.09894,fcff
CLBK,COLUMBIA FINANCIAL INC,Financials,0.09868,book
VAC,MARRIOTT VACATIONS WORLDWIDE,Consumer Discretionary,0.09859,fcff
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,0.09857,fcff
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,0.09853,fcff
IBRX,IMMUNITYBIO INC,Health Care,0.09818,fcff
OPEN,OPENDOOR TECHNOLOGIES CLASS A,Real Estate,0.09818,none
CLDX,CELLDEX THERAPEUTICS,Health Care,0.09768,fcff
LBRT,LIBERTY ENERGY CLASS A,Energy,0.09748,fcff
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,0.09743,fcff
ARCB,ARCBEST,Industrials,0.09718,fcff
NG,NOVAGOLD RESOURCES INC,Materials,0.09703,fcff
RLAY,RELAY THERAPEUTICS,Health Care,0.09691,fcff
BELFB,BEL FUSE CLASS B,Information Technology,0.09678,fcff
EWTX,EDGEWISE THERAPEUTICS,Health Care,0.09673,fcff
TMDX,TRANSMEDICS GROUP,Health Care,0.09655,fcff
SDRL,SEADRILL,Energy,0.09632,fcff
SMR,NUSCALE POWER CORP CLASS A,Industrials,0.0963,fcff
COCO,THE VITA COCO COMPANY,Consumer Staples,0.0961,fcff
AMBA,AMBARELLA,Information Technology,0.0961,fcff
BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,0.09604,book
TARS,TARSUS PHARMACEUTICALS,Health Care,0.09579,fcff
PK,PARK HOTELS RESORTS INC,Real Estate,0.09559,none
PLUG,PLUG POWER,Industrials,0.09558,fcff
AMRX,AMNEAL PHARMACEUTICALS CLASS A,Health Care,0.09515,fcff
DNOW,DNOW,Industrials,0.095,fcff
NAVN,NAVAN CLASS A,Consumer Discretionary,0.09478,fcff
CURB,CURBLINE PROPERTIES,Real Estate,0.09471,none
FRSH,FRESHWORKS CLASS A,Information Technology,0.09456,fcff
WDFC,WD-40,Consumer Staples,0.09418,fcff
WAY,WAYSTAR HOLDING,Health Care,0.0939,fcff
CLSK,CLEANSPARK,Information Technology,0.09378,fcff
EXTR,EXTREME NETWORKS,Information Technology,0.09297,fcff
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,0.09297,book
MAN,MANPOWER,Industrials,0.09285,fcff
KN,KNOWLES,Information Technology,0.09281,fcff
IMNM,IMMUNOME,Health Care,0.0927,fcff
MGEE,MGE ENERGY,Utilities,0.09256,fcff
MCY,MERCURY GENERAL,Financials,0.09233,book
DHT,DHT HOLDINGS,Energy,0.09227,fcff
BEAM,BEAM THERAPEUTICS,Health Care,0.09178,fcff
NHC,NATIONAL HEALTHCARE CORP,Health Care,0.09167,fcff
POWI,POWER INTEGRATIONS,Information Technology,0.09162,fcff
ADEA,ADEIA,Information Technology,0.0914,fcff
BOH,BANK OF HAWAII,Financials,0.09139,book
NTCT,NETSCOUT SYSTEMS,Information Technology,0.09103,fcff
DX,DYNEX CAPITAL REIT,Financials,0.09087,book
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,0.09072,book
DGII,DIGI INTERNATIONAL,Information Technology,0.09064,fcff
BCC,BOISE CASCADE,Industrials,0.09041,fcff
ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,0.09034,fcff
SOUN,SOUNDHOUND AI CLASS A,Information Technology,0.09025,fcff
VC,VISTEON,Consumer Discretionary,0.08984,fcff
AKR,ACADIA REALTY TRUST REIT,Real Estate,0.0898,none
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,0.08932,book
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,0.0893,fcff
ABM,ABM INDUSTRIES INC,Industrials,0.08918,fcff
GPOR,GULFPORT ENERGY,Energy,0.08903,fcff
BKD,BROOKDALE SENIOR LIVING INC,Health Care,0.08881,fcff
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,0.08874,none
MGRC,MCGRATH RENT,Industrials,0.08874,fcff
KNTK,KINETIK HOLDINGS CLASS A,Energy,0.08863,fcff
ALRM,ALARM.COM HOLDINGS,Information Technology,0.08833,fcff
CARG,CARGURUS CLASS A,Communication,0.08795,fcff
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,0.08795,fcff
TDC,TERADATA,Information Technology,0.08785,fcff
UE,URBAN EDGE PROPERTIES,Real Estate,0.08776,none
RRR,RED ROCK RESORTS ORS CLASS A,Consumer Discretionary,0.08761,fcff
AXGN,AXOGEN,Health Care,0.0866,fcff
AAMI,ACADIAN ASSET MANAGEMENT,Financials,0.08627,book
REZI,RESIDEO TECHNOLOGIES,Industrials,0.08621,fcff
FRME,FIRST MERCHANTS,Financials,0.08595,book
ARQT,ARCUTIS BIOTHERAPEUTICS,Health Care,0.08581,fcff
NOG,NORTHERN OIL AND GAS,Energy,0.08569,fcff
PATK,PATRICK INDUSTRIES,Consumer Discretionary,0.08564,fcff
CBZ,CBIZ,Industrials,0.08537,fcff
AEO,AMERICAN EAGLE OUTFITTERS,Consumer Discretionary,0.08523,fcff
SEI,SOLARIS ENERGY INFRASTRUCTURE INC,Energy,0.08503,fcff
VECO,VEECO INSTRUMENTS INC,Information Technology,0.0848,fcff
RSI,RUSH STREET INTERACTIVE CLASS A,Consumer Discretionary,0.08452,fcff
ACHC,ACADIA HEALTHCARE COMPANY,Health Care,0.08443,fcff
NWL,NEWELL BRANDS INC,Consumer Discretionary,0.08419,fcff
HURN,HURON CONSULTING GROUP,Industrials,0.08405,fcff
FBNC,FIRST BANCORP,Financials,0.08383,book
DRH,DIAMONDROCK HOSPITALITY,Real Estate,0.08374,none
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,0.08355,fcff
JOE,ST JOE,Real Estate,0.08354,none
PHIN,PHINIA,Consumer Discretionary,0.08326,fcff
NBTB,NBT BANCORP,Financials,0.08284,book
BBT,BEACON FINANCIAL,Financials,0.08261,book
FIVN,FIVE9,Information Technology,0.08255,fcff
RCUS,ARCUS BIOSCIENCES,Health Care,0.08253,fcff
WRBY,WARBY PARKER CLASS A,Consumer Discretionary,0.08247,fcff
TBBK,BANCORP INC,Financials,0.08242,book
NEOG,NEOGEN,Health Care,0.0824,fcff
BANC,BANC OF CALIFORNIA,Financials,0.08232,book
KALU,KAISER ALUMINIUM,Materials,0.0819,fcff
TRMK,TRUSTMARK,Financials,0.08189,book
CDNA,CAREDX,Health Care,0.08181,fcff
FBK,FB FINANCIAL,Financials,0.08165,book
BHE,BENCHMARK ELECTRONICS INC,Information Technology,0.08159,fcff
WAFD,WAFD INC,Financials,0.08156,book
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,0.0813,fcff
LCII,LCI INDUSTRIES,Consumer Discretionary,0.0808,fcff
NRIX,NURIX THERAPEUTICS INC,Health Care,0.08047,fcff
PBH,PRESTIGE CONSUMER HEALTHCARE,Health Care,0.08034,fcff
PRVA,PRIVIA HEALTH GROUP INC,Health Care,0.08011,fcff
PENG,PENGUIN SOLUTIONS INC,Information Technology,0.0798,fcff
SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,0.07973,fcff
NKTR,NEKTAR THERAPEUTICS,Health Care,0.07959,fcff
CXT,CRANE NXT,Information Technology,0.07949,fcff
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,0.07932,none
