BOOTSTRAP Russell 2000 constituent snapshot - NOT a current iShares download
Provenance,"github.com/quanthero/US_Indices_Constituents Russell2000.csv (third party)"
Vintage,"ESTIMATED mid-2022 to early-2023; bounded by index membership evidence"
Vintage evidence,"contains SMR/IONQ/RKLB and ZGNX/MNTV/ZUO/ZEV; lacks CAVA/ARM/BIRK/RDDT/HOOD/TOST"
Fund Holdings as of,"Jan 01, 2023"
Replace me,"Download the real IWM holdings CSV from ishares.com in a browser and overwrite this file. See README section 'Refreshing the universe'."

Ticker,Name,Sector,Asset Class,Market Currency,Exchange
HUBG,,,Equity,USD,
HUMA,,,Equity,USD,
HURN,,,Equity,USD,
HVT,,,Equity,USD,
HWC,,,Equity,USD,
HWKN,,,Equity,USD,
HY,,,Equity,USD,
HYFM,,,Equity,USD,
HYLN,,,Equity,USD,
HYMC,,,Equity,USD,
HYZN,,,Equity,USD,
HZO,,,Equity,USD,
IAS,,,Equity,USD,
IBCP,,,Equity,USD,
IBEX,,,Equity,USD,
IBOC,,,Equity,USD,
IBP,,,Equity,USD,
IBRX,,,Equity,USD,
IBTX,,,Equity,USD,
ICFI,,,Equity,USD,
ICHR,,,Equity,USD,
ICPT,,,Equity,USD,
ICVX,,,Equity,USD,
IDCC,,,Equity,USD,
IDT,,,Equity,USD,
IDYA,,,Equity,USD,
IEA,,,Equity,USD,
IESC,,,Equity,USD,
IGMS,,,Equity,USD,
IGT,,,Equity,USD,
IHRT,,,Equity,USD,
III,,,Equity,USD,
IIIN,,,Equity,USD,
IIIV,,,Equity,USD,
IIPR,,,Equity,USD,
ILPT,,,Equity,USD,
IMAX,,,Equity,USD,
IMGN,,,Equity,USD,
IMGO,,,Equity,USD,
IMKTA,,,Equity,USD,
IMVT,,,Equity,USD,
IMXI,,,Equity,USD,
INBK,,,Equity,USD,
INBX,,,Equity,USD,
INDB,,,Equity,USD,
INDI,,,Equity,USD,
INDT,,,Equity,USD,
INFN,,,Equity,USD,
INGN,,,Equity,USD,
INN,,,Equity,USD,
INNV,,,Equity,USD,
INO,,,Equity,USD,
INSE,,,Equity,USD,
INSG,,,Equity,USD,
INSM,,,Equity,USD,
INSP,,,Equity,USD,
INST,,,Equity,USD,
INSW,,,Equity,USD,
INT,,,Equity,USD,
INTA,,,Equity,USD,
INVA,,,Equity,USD,
INVE,,,Equity,USD,
IONQ,,,Equity,USD,
IOSP,,,Equity,USD,
IOVA,,,Equity,USD,
IPAR,,,Equity,USD,
IPI,,,Equity,USD,
IPSC,,,Equity,USD,
IRBT,,,Equity,USD,
IRDM,,,Equity,USD,
IRMD,,,Equity,USD,
IRNT,,,Equity,USD,
IRT,,,Equity,USD,
IRTC,,,Equity,USD,
IRWD,,,Equity,USD,
ISEE,,,Equity,USD,
ISPO,,,Equity,USD,
ITCI,,,Equity,USD,
ITGR,,,Equity,USD,
ITIC,,,Equity,USD,
ITOS,,,Equity,USD,
ITRI,,,Equity,USD,
IVR,,,Equity,USD,
IVT,,,Equity,USD,
JACK,,,Equity,USD,
JANX,,,Equity,USD,
JBI,,,Equity,USD,
JBSS,,,Equity,USD,
JBT,,,Equity,USD,
JELD,,,Equity,USD,
JJSF,,,Equity,USD,
JMSB,,,Equity,USD,
JNCE,,,Equity,USD,
JOAN,,,Equity,USD,
JOBY,,,Equity,USD,
JOE,,,Equity,USD,
JOUT,,,Equity,USD,
JRVR,,,Equity,USD,
JXN,,,Equity,USD,
JYNT,,,Equity,USD,
KAI,,,Equity,USD,
KALU,,,Equity,USD,
KALV,,,Equity,USD,
KAMN,,,Equity,USD,
KAR,,,Equity,USD,
KBAL,,,Equity,USD,
KBH,,,Equity,USD,
KDNY,,,Equity,USD,
KE,,,Equity,USD,
KELYA,,,Equity,USD,
KFRC,,,Equity,USD,
KFY,,,Equity,USD,
KIDS,,,Equity,USD,
KLIC,,,Equity,USD,
KLR,,,Equity,USD,
KMT,,,Equity,USD,
KN,,,Equity,USD,
KNBE,,,Equity,USD,
KNSA,,,Equity,USD,
KNSL,,,Equity,USD,
KNTE,,,Equity,USD,
KNTK,,,Equity,USD,
KOD,,,Equity,USD,
KODK,,,Equity,USD,
KOP,,,Equity,USD,
KORE,,,Equity,USD,
KOS,,,Equity,USD,
KPTI,,,Equity,USD,
KREF,,,Equity,USD,
KRG,,,Equity,USD,
KRNY,,,Equity,USD,
KRO,,,Equity,USD,
KRON,,,Equity,USD,
KROS,,,Equity,USD,
KRT,,,Equity,USD,
KRTX,,,Equity,USD,
KRUS,,,Equity,USD,
KRYS,,,Equity,USD,
KTB,,,Equity,USD,
KTOS,,,Equity,USD,
KURA,,,Equity,USD,
KW,,,Equity,USD,
KWR,,,Equity,USD,
KYMR,,,Equity,USD,
KZR,,,Equity,USD,
LADR,,,Equity,USD,
LANC,,,Equity,USD,
LAND,,,Equity,USD,
LASR,,,Equity,USD,
LAUR,,,Equity,USD,
LAW,,,Equity,USD,
LAZR,,,Equity,USD,
LBAI,,,Equity,USD,
LBC,,,Equity,USD,
LBRT,,,Equity,USD,
LC,,,Equity,USD,
LCII,,,Equity,USD,
LCUT,,,Equity,USD,
LE,,,Equity,USD,
LEGH,,,Equity,USD,
LEU,,,Equity,USD,
LFG,,,Equity,USD,
LFST,,,Equity,USD,
LGF.A,,,Equity,USD,
LGF.B,,,Equity,USD,
LGIH,,,Equity,USD,
LGND,,,Equity,USD,
LHCG,,,Equity,USD,
LICY,,,Equity,USD,
LIDR,,,Equity,USD,
LILA,,,Equity,USD,
LILAK,,,Equity,USD,
LIND,,,Equity,USD,
LIVN,,,Equity,USD,
LKFN,,,Equity,USD,
LL,,,Equity,USD,
LLAP,,,Equity,USD,
LMAT,,,Equity,USD,
LMND,,,Equity,USD,
LNDC,,,Equity,USD,
LNN,,,Equity,USD,
LNTH,,,Equity,USD,
LNW,,,Equity,USD,
LOB,,,Equity,USD,
LOCL,,,Equity,USD,
LOCO,,,Equity,USD,
LOVE,,,Equity,USD,
LPG,,,Equity,USD,
LPI,,,Equity,USD,
LPRO,,,Equity,USD,
LPSN,,,Equity,USD,
LQDA,,,Equity,USD,
LQDT,,,Equity,USD,
LRN,,,Equity,USD,
LSEA,,,Equity,USD,
LTC,,,Equity,USD,
LTCH,,,Equity,USD,
LTH,,,Equity,USD,
LTHM,,,Equity,USD,
LUNG,,,Equity,USD,
LVLU,,,Equity,USD,
LWLG,,,Equity,USD,
LXFR,,,Equity,USD,
LXP,,,Equity,USD,
LXRX,,,Equity,USD,
LXU,,,Equity,USD,
LYEL,,,Equity,USD,
LYLT,,,Equity,USD,
LZ,,,Equity,USD,
LZB,,,Equity,USD,
MAC,,,Equity,USD,
MANT,,,Equity,USD,
MAPS,,,Equity,USD,
MARA,,,Equity,USD,
MASS,,,Equity,USD,
MATV,,,Equity,USD,
MATW,,,Equity,USD,
MATX,,,Equity,USD,
MAX,,,Equity,USD,
MAXR,,,Equity,USD,
MBI,,,Equity,USD,
MBIN,,,Equity,USD,
MBUU,,,Equity,USD,
MBWM,,,Equity,USD,
MC,,,Equity,USD,
MCB,,,Equity,USD,
MCBC,,,Equity,USD,
MCBS,,,Equity,USD,
MCFT,,,Equity,USD,
MCRB,,,Equity,USD,
MCRI,,,Equity,USD,
MCS,,,Equity,USD,
MCY,,,Equity,USD,
MD,,,Equity,USD,
MDC,,,Equity,USD,
MDGL,,,Equity,USD,
MDRX,,,Equity,USD,
MDXG,,,Equity,USD,
ME,,,Equity,USD,
MED,,,Equity,USD,
MEDP,,,Equity,USD,
MEG,,,Equity,USD,
MEI,,,Equity,USD,
METC,,,Equity,USD,
MFA,,,Equity,USD,
MGEE,,,Equity,USD,
MGI,,,Equity,USD,
MGNI,,,Equity,USD,
MGNX,,,Equity,USD,
MGPI,,,Equity,USD,
MGRC,,,Equity,USD,
MGTX,,,Equity,USD,
MGY,,,Equity,USD,
MHO,,,Equity,USD,
MIR,,,Equity,USD,
MIRM,,,Equity,USD,
MITK,,,Equity,USD,
MKFG,,,Equity,USD,
MKTW,,,Equity,USD,
ML,,,Equity,USD,
MLAB,,,Equity,USD,
MLI,,,Equity,USD,
MLKN,,,Equity,USD,
MLNK,,,Equity,USD,
MLR,,,Equity,USD,
MMI,,,Equity,USD,
MMS,,,Equity,USD,
MMSI,,,Equity,USD,
MN,,,Equity,USD,
MNKD,,,Equity,USD,
MNRL,,,Equity,USD,
MNRO,,,Equity,USD,
MNTK,,,Equity,USD,
MNTS,,,Equity,USD,
MNTV,,,Equity,USD,
MOD,,,Equity,USD,
MODN,,,Equity,USD,
MODV,,,Equity,USD,
MOFG,,,Equity,USD,
MOG.A,,,Equity,USD,
MORF,,,Equity,USD,
MOV,,,Equity,USD,
MPAA,,,Equity,USD,
MPB,,,Equity,USD,
MPLN,,,Equity,USD,
MPX,,,Equity,USD,
MQ,,,Equity,USD,
MRC,,,Equity,USD,
MRSN,,,Equity,USD,
MRTN,,,Equity,USD,
MSBI,,,Equity,USD,
MSEX,,,Equity,USD,
MSFUT,,,Equity,USD,
MSGE,,,Equity,USD,
MSTR,,,Equity,USD,
MTDR,,,Equity,USD,
MTH,,,Equity,USD,
MTRN,,,Equity,USD,
MTSI,,,Equity,USD,
MTTR,,,Equity,USD,
MTW,,,Equity,USD,
MTX,,,Equity,USD,
MULN,,,Equity,USD,
MUR,,,Equity,USD,
MUSA,,,Equity,USD,
MVBF,,,Equity,USD,
MVIS,,,Equity,USD,
MVST,,,Equity,USD,
MWA,,,Equity,USD,
MXCT,,,Equity,USD,
MXL,,,Equity,USD,
MYE,,,Equity,USD,
MYFW,,,Equity,USD,
MYGN,,,Equity,USD,
MYPS,,,Equity,USD,
MYRG,,,Equity,USD,
NABL,,,Equity,USD,
NAPA,,,Equity,USD,
NARI,,,Equity,USD,
NAT,,,Equity,USD,
NATR,,,Equity,USD,
NAUT,,,Equity,USD,
NAVI,,,Equity,USD,
NBHC,,,Equity,USD,
NBN,,,Equity,USD,
NBR,,,Equity,USD,
NBTB,,,Equity,USD,
NC,,,Equity,USD,
NDLS,,,Equity,USD,
NE,,,Equity,USD,
NEO,,,Equity,USD,
NEOG,,,Equity,USD,
NESR,,,Equity,USD,
NETI,,,Equity,USD,
NEX,,,Equity,USD,
NEXT,,,Equity,USD,
NFBK,,,Equity,USD,
NG,,,Equity,USD,
NGM,,,Equity,USD,
NGMS,,,Equity,USD,
NGVC,,,Equity,USD,
NGVT,,,Equity,USD,
NHC,,,Equity,USD,
NHI,,,Equity,USD,
NIC,,,Equity,USD,
NJR,,,Equity,USD,
NKLA,,,Equity,USD,
NKTR,,,Equity,USD,
NKTX,,,Equity,USD,
NL,,,Equity,USD,
NMIH,,,Equity,USD,
NMRK,,,Equity,USD,
NN,,,Equity,USD,
NNI,,,Equity,USD,
NNOX,,,Equity,USD,
NODK,,,Equity,USD,
NOG,,,Equity,USD,
NOTV,,,Equity,USD,
NOVA,,,Equity,USD,
NOVT,,,Equity,USD,
NPK,,,Equity,USD,
NPO,,,Equity,USD,
NR,,,Equity,USD,
NRC,,,Equity,USD,
NRDS,,,Equity,USD,
NRDY,,,Equity,USD,
NREF,,,Equity,USD,
NRGV,,,Equity,USD,
NRIX,,,Equity,USD,
NSIT,,,Equity,USD,
NSP,,,Equity,USD,
NSSC,,,Equity,USD,
NSTG,,,Equity,USD,
NTB,,,Equity,USD,
NTCT,,,Equity,USD,
NTGR,,,Equity,USD,
NTLA,,,Equity,USD,
NTST,,,Equity,USD,
NUS,,,Equity,USD,
NUTX,,,Equity,USD,
NUVA,,,Equity,USD,
NUVB,,,Equity,USD,
NUVL,,,Equity,USD,
NVEE,,,Equity,USD,
NVRO,,,Equity,USD,
NVTA,,,Equity,USD,
NWBI,,,Equity,USD,
NWE,,,Equity,USD,
NWLI,,,Equity,USD,
NWN,,,Equity,USD,
NWPX,,,Equity,USD,
NX,,,Equity,USD,
NXGN,,,Equity,USD,
NXRT,,,Equity,USD,
NYMT,,,Equity,USD,
OB,,,Equity,USD,
OBNK,,,Equity,USD,
OCFC,,,Equity,USD,
OCGN,,,Equity,USD,
OCUL,,,Equity,USD,
ODP,,,Equity,USD,
OEC,,,Equity,USD,
OFC,,,Equity,USD,
OFG,,,Equity,USD,
OFIX,,,Equity,USD,
OFLX,,,Equity,USD,
OGS,,,Equity,USD,
OI,,,Equity,USD,
OII,,,Equity,USD,
OIS,,,Equity,USD,
OLO,,,Equity,USD,
OLP,,,Equity,USD,
OM,,,Equity,USD,
OMCL,,,Equity,USD,
OMER,,,Equity,USD,
OMI,,,Equity,USD,
OMIC,,,Equity,USD,
ONB,,,Equity,USD,
ONDS,,,Equity,USD,
ONEM,,,Equity,USD,
ONEW,,,Equity,USD,
ONL,,,Equity,USD,
ONTF,,,Equity,USD,
ONTO,,,Equity,USD,
OOMA,,,Equity,USD,
OPAD,,,Equity,USD,
OPCH,,,Equity,USD,
OPFI,,,Equity,USD,
OPI,,,Equity,USD,
OPK,,,Equity,USD,
OPRT,,,Equity,USD,
OPRX,,,Equity,USD,
OPY,,,Equity,USD,
ORA,,,Equity,USD,
ORC,,,Equity,USD,
ORGN,,,Equity,USD,
ORGO,,,Equity,USD,
ORRF,,,Equity,USD,
OSBC,,,Equity,USD,
OSCR,,,Equity,USD,
OSIS,,,Equity,USD,
OSPN,,,Equity,USD,
OSTK,,,Equity,USD,
OSUR,,,Equity,USD,
OSW,,,Equity,USD,
OTLK,,,Equity,USD,
OTTR,,,Equity,USD,
OUST,,,Equity,USD,
OUT,,,Equity,USD,
OXM,,,Equity,USD,
P5N994,,,Equity,USD,
PACB,,,Equity,USD,
PACK,,,Equity,USD,
PAHC,,,Equity,USD,
PAR,,,Equity,USD,
PARR,,,Equity,USD,
PATK,,,Equity,USD,
PAYA,,,Equity,USD,
PAYO,,,Equity,USD,
PBF,,,Equity,USD,
PBFS,,,Equity,USD,
PBH,,,Equity,USD,
PBI,,,Equity,USD,
PCB,,,Equity,USD,
PCH,,,Equity,USD,
PCRX,,,Equity,USD,
PCSB,,,Equity,USD,
PCT,,,Equity,USD,
PCVX,,,Equity,USD,
PCYO,,,Equity,USD,
PD,,,Equity,USD,
PDCO,,,Equity,USD,
PDFS,,,Equity,USD,
PDLI,,,Equity,USD,
PDM,,,Equity,USD,
PEB,,,Equity,USD,
PEBO,,,Equity,USD,
PECO,,,Equity,USD,
PEPG,,,Equity,USD,
PETQ,,,Equity,USD,
PETS,,,Equity,USD,
PFBC,,,Equity,USD,
PFC,,,Equity,USD,
PFHD,,,Equity,USD,
PFIS,,,Equity,USD,
PFS,,,Equity,USD,
PFSI,,,Equity,USD,
PFSW,,,Equity,USD,
PGC,,,Equity,USD,
PGEN,,,Equity,USD,
PGNY,,,Equity,USD,
PGRE,,,Equity,USD,
PGTI,,,Equity,USD,
PHAT,,,Equity,USD,
PHR,,,Equity,USD,
PI,,,Equity,USD,
PIII,,,Equity,USD,
PING,,,Equity,USD,
PIPR,,,Equity,USD,
PJT,,,Equity,USD,
PKBK,,,Equity,USD,
PKE,,,Equity,USD,
PL,,,Equity,USD,
PLAB,,,Equity,USD,
PLAY,,,Equity,USD,
PLBY,,,Equity,USD,
PLCE,,,Equity,USD,
PLL,,,Equity,USD,
PLMR,,,Equity,USD,
PLOW,,,Equity,USD,
PLPC,,,Equity,USD,
PLUS,,,Equity,USD,
PLXS,,,Equity,USD,
PLYM,,,Equity,USD,
PMT,,,Equity,USD,
PMVP,,,Equity,USD,
PNM,,,Equity,USD,
PNT,,,Equity,USD,
PNTG,,,Equity,USD,
POLY,,,Equity,USD,
POM.TO,,,Equity,USD,
POR,,,Equity,USD,
POSH,,,Equity,USD,
POWI,,,Equity,USD,
POWL,,,Equity,USD,
POWW,,,Equity,USD,
PPBI,,,Equity,USD,
PRA,,,Equity,USD,
PRAA,,,Equity,USD,
PRAX,,,Equity,USD,
PRCH,,,Equity,USD,
PRCT,,,Equity,USD,
PRDO,,,Equity,USD,
PRDS,,,Equity,USD,
PRFT,,,Equity,USD,
PRG,,,Equity,USD,
PRGS,,,Equity,USD,
PRIM,,,Equity,USD,
PRK,,,Equity,USD,
PRLB,,,Equity,USD,
PRM,,,Equity,USD,
PRMW.TO,,,Equity,USD,
PRO,,,Equity,USD,
PRPL,,,Equity,USD,
PRTA,,,Equity,USD,
PRTH,,,Equity,USD,
PRTS,,,Equity,USD,
PRTY,,,Equity,USD,
PRVA,,,Equity,USD,
PRVB,,,Equity,USD,
PSFE,,,Equity,USD,
PSMT,,,Equity,USD,
PSN,,,Equity,USD,
PSTL,,,Equity,USD,
PTCT,,,Equity,USD,
PTEN,,,Equity,USD,
PTGX,,,Equity,USD,
PTLO,,,Equity,USD,
PTRA,,,Equity,USD,
PTSI,,,Equity,USD,
PTVE,,,Equity,USD,
PUBM,,,Equity,USD,
PUMP,,,Equity,USD,
PVBC,,,Equity,USD,
PWP,,,Equity,USD,
PWSC,,,Equity,USD,
PZN,,,Equity,USD,
PZZA,,,Equity,USD,
QCRH,,,Equity,USD,
QLYS,,,Equity,USD,
QNST,,,Equity,USD,
QRTEA,,,Equity,USD,
QSI,,,Equity,USD,
QTRX,,,Equity,USD,
QTWO,,,Equity,USD,
QUAD,,,Equity,USD,
QUOT,,,Equity,USD,
RAD,,,Equity,USD,
RADI,,,Equity,USD,
RAMP,,,Equity,USD,
RAPT,,,Equity,USD,
RBB,,,Equity,USD,
RBBN,,,Equity,USD,
RBCAA,,,Equity,USD,
RBOT,,,Equity,USD,
RC,,,Equity,USD,
RCII,,,Equity,USD,
RCKT,,,Equity,USD,
RCKY,,,Equity,USD,
RCM,,,Equity,USD,
RCUS,,,Equity,USD,
RDBX,,,Equity,USD,
RDFN,,,Equity,USD,
RDN,,,Equity,USD,
RDNT,,,Equity,USD,
RDVT,,,Equity,USD,
RDW,,,Equity,USD,
REAL,,,Equity,USD,
REFI,,,Equity,USD,
REI,,,Equity,USD,
RELY,,,Equity,USD,
RENT,,,Equity,USD,
REPL,,,Equity,USD,
REPX,,,Equity,USD,
RES,,,Equity,USD,
RETA,,,Equity,USD,
REVG,,,Equity,USD,
REX,,,Equity,USD,
REZI,,,Equity,USD,
RFP,,,Equity,USD,
RGNX,,,Equity,USD,
RGP,,,Equity,USD,
RGR,,,Equity,USD,
RGTI,,,Equity,USD,
RHP,,,Equity,USD,
RICK,,,Equity,USD,
RIDE,,,Equity,USD,
RIGL,,,Equity,USD,
RILY,,,Equity,USD,
RIOT,,,Equity,USD,
RKLB,,,Equity,USD,
RKLY,,,Equity,USD,
RLAY,,,Equity,USD,
RLGT,,,Equity,USD,
RLI,,,Equity,USD,
RLJ,,,Equity,USD,
RLMD,,,Equity,USD,
RLYB,,,Equity,USD,
RM,,,Equity,USD,
RMAX,,,Equity,USD,
RMBL,,,Equity,USD,
RMBS,,,Equity,USD,
RMNI,,,Equity,USD,
RMR,,,Equity,USD,
RNA,,,Equity,USD,
RNST,,,Equity,USD,
ROAD,,,Equity,USD,
ROCC,,,Equity,USD,
ROCK,,,Equity,USD,
ROG,,,Equity,USD,
ROIC,,,Equity,USD,
ROLL,,,Equity,USD,
ROOT,,,Equity,USD,
ROVR,,,Equity,USD,
RPAY,,,Equity,USD,
RPD,,,Equity,USD,
RPT,,,Equity,USD,
RRBI,,,Equity,USD,
RRR,,,Equity,USD,
RSI,,,Equity,USD,
RSVR,,,Equity,USD,
RTL,,,Equity,USD,
RTYU2,,,Equity,USD,
RUN.DE,,,Equity,USD,
RUSHA,,,Equity,USD,
RUTH,,,Equity,USD,
RVLV,,,Equity,USD,
RVMD,,,Equity,USD,
RVNC,,,Equity,USD,
RWT,,,Equity,USD,
RXDX,,,Equity,USD,
RXRX,,,Equity,USD,
RXST,,,Equity,USD,
RXT,,,Equity,USD,
RYAM,,,Equity,USD,
RYI,,,Equity,USD,
SABR,,,Equity,USD,
SAFE,,,Equity,USD,
SAFT,,,Equity,USD,
SAGE,,,Equity,USD,
SAH,,,Equity,USD,
SAIA,,,Equity,USD,
SAIL,,,Equity,USD,
SAMG,,,Equity,USD,
SANA,,,Equity,USD,
SANM,,,Equity,USD,
SASR,,,Equity,USD,
SATS,,,Equity,USD,
SAVA,,,Equity,USD,
SAVE,,,Equity,USD,
SB,,,Equity,USD,
SBCF,,,Equity,USD,
SBGI,,,Equity,USD,
SBH,,,Equity,USD,
SBOW,,,Equity,USD,
SBRA,,,Equity,USD,
SBSI,,,Equity,USD,
SBT,,,Equity,USD,
SCHL,,,Equity,USD,
SCHN,,,Equity,USD,
SCL,,,Equity,USD,
SCS,,,Equity,USD,
SCSC,,,Equity,USD,
SCU,,,Equity,USD,
SCVL,,,Equity,USD,
SCWX,,,Equity,USD,
SD,,,Equity,USD,
SDGR,,,Equity,USD,
SEAS,,,Equity,USD,
SEAT,,,Equity,USD,
SEER,,,Equity,USD,
SEM,,,Equity,USD,
SENEA,,,Equity,USD,
SENS,,,Equity,USD,
SFBS,,,Equity,USD,
SFIX,,,Equity,USD,
SFL,,,Equity,USD,
SFM,,,Equity,USD,
SFNC,,,Equity,USD,
SFST,,,Equity,USD,
SG,,,Equity,USD,
SGC,,,Equity,USD,
SGH,,,Equity,USD,
SGHT,,,Equity,USD,
SGMO,,,Equity,USD,
SGRY,,,Equity,USD,
SHAK,,,Equity,USD,
SHBI,,,Equity,USD,
SHCR,,,Equity,USD,
SHEN,,,Equity,USD,
SHLS,,,Equity,USD,
SHO,,,Equity,USD,
SHOO,,,Equity,USD,
SHYF,,,Equity,USD,
SI,,,Equity,USD,
SIBN,,,Equity,USD,
SIG,,,Equity,USD,
SIGA,,,Equity,USD,
SIGI,,,Equity,USD,
SILK,,,Equity,USD,
SITC,,,Equity,USD,
SITM,,,Equity,USD,
SJI,,,Equity,USD,
SJW,,,Equity,USD,
SKIL,,,Equity,USD,
SKIN,,,Equity,USD,
SKLZ,,,Equity,USD,
SKT,,,Equity,USD,
SKY,,,Equity,USD,
SKYT,,,Equity,USD,
SKYW,,,Equity,USD,
SLAB,,,Equity,USD,
SLCA,,,Equity,USD,
SLDP,,,Equity,USD,
SLGC,,,Equity,USD,
SLP,,,Equity,USD,
SLQT,,,Equity,USD,
SLVM,,,Equity,USD,
SM,,,Equity,USD,
SMBC,,,Equity,USD,
SMBK,,,Equity,USD,
SMCI,,,Equity,USD,
SMFR,,,Equity,USD,
SMMF,,,Equity,USD,
SMP,,,Equity,USD,
SMPL,,,Equity,USD,
SMR,,,Equity,USD,
SMRT,,,Equity,USD,
SMTC,,,Equity,USD,
SNBR,,,Equity,USD,
SNCE,,,Equity,USD,
SNCY,,,Equity,USD,
SNDX,,,Equity,USD,
SNEX,,,Equity,USD,
SNPO,,,Equity,USD,
SOI,,,Equity,USD,
SOND,,,Equity,USD,
SONO,,,Equity,USD,
SOVO,,,Equity,USD,
SOY.TO,,,Equity,USD,
SP,,,Equity,USD,
SPCE,,,Equity,USD,
SPFI,,,Equity,USD,
SPIR,,,Equity,USD,
SPNE,,,Equity,USD,
SPNS,,,Equity,USD,
SPNT,,,Equity,USD,
SPSC,,,Equity,USD,
SPT,,,Equity,USD,
SPTN,,,Equity,USD,
SPWH,,,Equity,USD,
SPWR,,,Equity,USD,
SPXC,,,Equity,USD,
SQSP,,,Equity,USD,
SR,,,Equity,USD,
SRCE,,,Equity,USD,
SRDX,,,Equity,USD,
SRG,,,Equity,USD,
SRI,,,Equity,USD,
SRNE,,,Equity,USD,
SSB,,,Equity,USD,
SSD,,,Equity,USD,
SSP,,,Equity,USD,
SSTI,,,Equity,USD,
SSTK,,,Equity,USD,
STAA,,,Equity,USD,
STAG,,,Equity,USD,
STAR,,,Equity,USD,
STBA,,,Equity,USD,
STC,,,Equity,USD,
STEM,,,Equity,USD,
STEP,,,Equity,USD,
STER,,,Equity,USD,
STGW,,,Equity,USD,
STKS,,,Equity,USD,
STNE,,,Equity,USD,
STNG,,,Equity,USD,
STOK,,,Equity,USD,
STON,,,Equity,USD,
STR,,,Equity,USD,
STRA,,,Equity,USD,
STRC,,,Equity,USD,
STRL,,,Equity,USD,
STRO,,,Equity,USD,
STRS,,,Equity,USD,
STRY,,,Equity,USD,
SUM,,,Equity,USD,
SUMO,,,Equity,USD,
SUNL,,,Equity,USD,
SUPN,,,Equity,USD,
SVC,,,Equity,USD,
SWAV,,,Equity,USD,
SWBI,,,Equity,USD,
SWI,,,Equity,USD,
SWIM,,,Equity,USD,
SWKH,,,Equity,USD,
SWTX,,,Equity,USD,
SWX,,,Equity,USD,
SXC,,,Equity,USD,
SXI,,,Equity,USD,
SXT,,,Equity,USD,
SYBT,,,Equity,USD,
SYNA,,,Equity,USD,
TA,,,Equity,USD,
TALO,,,Equity,USD,
TALS,,,Equity,USD,
TARS,,,Equity,USD,
TBBK,,,Equity,USD,
TBI,,,Equity,USD,
TBK,,,Equity,USD,
TBPH,,,Equity,USD,
TCBI,,,Equity,USD,
TCBK,,,Equity,USD,
TCBX,,,Equity,USD,
TCDA,,,Equity,USD,
TCMD,,,Equity,USD,
TCS,,,Equity,USD,
TCX,,,Equity,USD,
TDS,,,Equity,USD,
TDUP,,,Equity,USD,
TDW,,,Equity,USD,
TELL,,,Equity,USD,
TEN,,,Equity,USD,
TENB,,,Equity,USD,
TEX,,,Equity,USD,
TFM,,,Equity,USD,
TG,,,Equity,USD,
TGAN,,,Equity,USD,
TGH,,,Equity,USD,
TGI,,,Equity,USD,
TGNA,,,Equity,USD,
TGTX,,,Equity,USD,
TH,,,Equity,USD,
THFF,,,Equity,USD,
THR,,,Equity,USD,
THRM,,,Equity,USD,
THRN,,,Equity,USD,
THRX,,,Equity,USD,
THRY,,,Equity,USD,
THS,,,Equity,USD,
TIG,,,Equity,USD,
TIL,,,Equity,USD,
TILE,,,Equity,USD,
TIPT,,,Equity,USD,
TITN,,,Equity,USD,
TK,,,Equity,USD,
TKNO,,,Equity,USD,
TLS,,,Equity,USD,
TLYS,,,Equity,USD,
TMCI,,,Equity,USD,
TMDX,,,Equity,USD,
TMHC,,,Equity,USD,
TMP,,,Equity,USD,
TMST,,,Equity,USD,
TNC,,,Equity,USD,
TNET,,,Equity,USD,
TNGX,,,Equity,USD,
TNK,,,Equity,USD,
TNYA,,,Equity,USD,
TOI,,,Equity,USD,
TOWN,,,Equity,USD,
TPB,,,Equity,USD,
TPC,,,Equity,USD,
TPH,,,Equity,USD,
TPIC,,,Equity,USD,
TPTX,,,Equity,USD,
TR,,,Equity,USD,
TRC,,,Equity,USD,
TREE,,,Equity,USD,
TRMK,,,Equity,USD,
TRN,,,Equity,USD,
TRNO,,,Equity,USD,
TRNS,,,Equity,USD,
TROX,,,Equity,USD,
TRS,,,Equity,USD,
TRST,,,Equity,USD,
TRTN,,,Equity,USD,
TRTX,,,Equity,USD,
TRUE,,,Equity,USD,
TRUP,,,Equity,USD,
TSE,,,Equity,USD,
TSP,,,Equity,USD,
TSVT,,,Equity,USD,
TTCF,,,Equity,USD,
TTEC,,,Equity,USD,
TTGT,,,Equity,USD,
TTI,,,Equity,USD,
TTMI,,,Equity,USD,
TTSH,,,Equity,USD,
TUP,,,Equity,USD,
TVTX,,,Equity,USD,
TWI,,,Equity,USD,
TWNK,,,Equity,USD,
TWO,,,Equity,USD,
TWOU,,,Equity,USD,
TWST,,,Equity,USD,
TXRH,,,Equity,USD,
TYDE,,,Equity,USD,
TYRA,,,Equity,USD,
UBA,,,Equity,USD,
UBSI,,,Equity,USD,
UCBI,,,Equity,USD,
UCTT,,,Equity,USD,
UDMY,,,Equity,USD,
UE,,,Equity,USD,
UEC,,,Equity,USD,
UEIC,,,Equity,USD,
UFCS,,,Equity,USD,
UFI,,,Equity,USD,
UFPI,,,Equity,USD,
UFPT,,,Equity,USD,
UHT,,,Equity,USD,
UIS,,,Equity,USD,
ULCC,,,Equity,USD,
ULH,,,Equity,USD,
